Participant,NewsMeasure,Sample,Ratings_M,Ratings_Scored,SocialJetlag_ABS,SocialJetlag_ABS_Binned,Chronotype,SleepDurationAvg,SleepDurationAvg_Binned,SampleCoded,CRT,HL,Age,Edu,Gender,NewsType,NewsDomain,NewsTypeCoded,NewsDomainCoded,GenderCoded,Pct_Confidently_Correct,Pct_Unconfidently_Correct,Pct_Confidently_Incorrect,Pct_Unconfidently_Incorrect
528,Real-Covid,Conservative,50.2,0.666666667,1.5,'1-2,30.42857143,7.86,'7-8,0.5,4,3,37,5,Female,Real,Covid,0.5,-0.5,-0.5,53.33333333,13.33333333,33.33333333,0
528,Real-The Big Lie,Conservative,43.4,0.266666667,1.5,'1-2,30.42857143,7.86,'7-8,0.5,4,3,37,5,Female,Real,TBL,0.5,0.5,-0.5,20,6.666666667,66.66666667,6.666666667
529,Fake-Covid,Conservative,48.73333333,0.333333333,1,'1-2,31.5,7,'7-8,0.5,4,6,52,9,Male,Fake,Covid,-0.5,-0.5,0.5,20,13.33333333,6.666666667,60
529,Fake-The Big Lie,Conservative,52.4,0.266666667,1,'1-2,31.5,7,'7-8,0.5,4,6,52,9,Male,Fake,TBL,-0.5,0.5,0.5,13.33333333,13.33333333,26.66666667,46.66666667
529,Real-Covid,Conservative,52.66666667,0.533333333,1,'1-2,31.5,7,'7-8,0.5,4,6,52,9,Male,Real,Covid,0.5,-0.5,0.5,20,33.33333333,6.666666667,40
529,Real-The Big Lie,Conservative,54.2,0.666666667,1,'1-2,31.5,7,'7-8,0.5,4,6,52,9,Male,Real,TBL,0.5,0.5,0.5,40,26.66666667,13.33333333,20
530,Fake-Covid,Conservative,12,0.866666667,2.5,'2-3,31.35714286,9.71,'9-10,0.5,3,0,34,4,Male,Fake,Covid,-0.5,-0.5,0.5,0,86.66666667,0,13.33333333
530,Fake-The Big Lie,Conservative,15,1,2.5,'2-3,31.35714286,9.71,'9-10,0.5,3,0,34,4,Male,Fake,TBL,-0.5,0.5,0.5,0,100,0,0
530,Real-Covid,Conservative,39.66666667,0.333333333,2.5,'2-3,31.35714286,9.71,'9-10,0.5,3,0,34,4,Male,Real,Covid,0.5,-0.5,0.5,33.33333333,0,0,66.66666667
530,Real-The Big Lie,Conservative,31.86666667,0.2,2.5,'2-3,31.35714286,9.71,'9-10,0.5,3,0,34,4,Male,Real,TBL,0.5,0.5,0.5,20,0,0,80
531,Fake-Covid,Conservative,35.8,0.6,1,'1-2,28.64285714,7.29,'7-8,0.5,3,6,37,7,Male,Fake,Covid,-0.5,-0.5,0.5,53.33333333,6.666666667,33.33333333,6.666666667
531,Fake-The Big Lie,Conservative,56.26666667,0.266666667,1,'1-2,28.64285714,7.29,'7-8,0.5,3,6,37,7,Male,Fake,TBL,-0.5,0.5,0.5,20,6.666666667,46.66666667,26.66666667
531,Real-Covid,Conservative,42.33333333,0.4,1,'1-2,28.64285714,7.29,'7-8,0.5,3,6,37,7,Male,Real,Covid,0.5,-0.5,0.5,33.33333333,6.666666667,53.33333333,6.666666667
531,Real-The Big Lie,Conservative,28.26666667,0.333333333,1,'1-2,28.64285714,7.29,'7-8,0.5,3,6,37,7,Male,Real,TBL,0.5,0.5,0.5,20,13.33333333,60,6.666666667
532,Fake-Covid,Conservative,8.666666667,1,0.75,'0-1,27.25,8,'8-9,0.5,2,6,30,4,Male,Fake,Covid,-0.5,-0.5,0.5,100,0,0,0
532,Fake-The Big Lie,Conservative,17.66666667,1,0.75,'0-1,27.25,8,'8-9,0.5,2,6,30,4,Male,Fake,TBL,-0.5,0.5,0.5,100,0,0,0
532,Real-Covid,Conservative,61.26666667,0.533333333,0.75,'0-1,27.25,8,'8-9,0.5,2,6,30,4,Male,Real,Covid,0.5,-0.5,0.5,53.33333333,0,26.66666667,20
532,Real-The Big Lie,Conservative,40.66666667,0.266666667,0.75,'0-1,27.25,8,'8-9,0.5,2,6,30,4,Male,Real,TBL,0.5,0.5,0.5,26.66666667,0,46.66666667,26.66666667
533,Fake-Covid,Conservative,48.4,0.466666667,1,'1-2,27.64285714,7.29,'7-8,0.5,4,3,28,4,Male,Fake,Covid,-0.5,-0.5,0.5,40,6.666666667,53.33333333,0
533,Fake-The Big Lie,Conservative,66.4,0.266666667,1,'1-2,27.64285714,7.29,'7-8,0.5,4,3,28,4,Male,Fake,TBL,-0.5,0.5,0.5,6.666666667,20,73.33333333,0
533,Real-Covid,Conservative,41.6,0.333333333,1,'1-2,27.64285714,7.29,'7-8,0.5,4,3,28,4,Male,Real,Covid,0.5,-0.5,0.5,33.33333333,0,53.33333333,13.33333333
533,Real-The Big Lie,Conservative,36.13333333,0.4,1,'1-2,27.64285714,7.29,'7-8,0.5,4,3,28,4,Male,Real,TBL,0.5,0.5,0.5,40,0,33.33333333,26.66666667
534,Fake-Covid,Conservative,37.73333333,0.666666667,2.5,'2-3,29.35714286,9.71,'9-10,0.5,3,5,29,5,Male,Fake,Covid,-0.5,-0.5,0.5,60,6.666666667,33.33333333,0
534,Fake-The Big Lie,Conservative,30.33333333,0.8,2.5,'2-3,29.35714286,9.71,'9-10,0.5,3,5,29,5,Male,Fake,TBL,-0.5,0.5,0.5,66.66666667,13.33333333,13.33333333,6.666666667
534,Real-Covid,Conservative,52.66666667,0.6,2.5,'2-3,29.35714286,9.71,'9-10,0.5,3,5,29,5,Male,Real,Covid,0.5,-0.5,0.5,46.66666667,13.33333333,33.33333333,6.666666667
534,Real-The Big Lie,Conservative,39.8,0.2,2.5,'2-3,29.35714286,9.71,'9-10,0.5,3,5,29,5,Male,Real,TBL,0.5,0.5,0.5,20,0,53.33333333,26.66666667
535,Fake-Covid,Conservative,12.73333333,1,1,'1-2,28,9,'9-10,0.5,2,6,46,4,Male,Fake,Covid,-0.5,-0.5,0.5,100,0,0,0
535,Fake-The Big Lie,Conservative,16.46666667,0.933333333,1,'1-2,28,9,'9-10,0.5,2,6,46,4,Male,Fake,TBL,-0.5,0.5,0.5,93.33333333,0,6.666666667,0
535,Real-Covid,Conservative,36.33333333,0.333333333,1,'1-2,28,9,'9-10,0.5,2,6,46,4,Male,Real,Covid,0.5,-0.5,0.5,33.33333333,0,66.66666667,0
535,Real-The Big Lie,Conservative,33.73333333,0.2,1,'1-2,28,9,'9-10,0.5,2,6,46,4,Male,Real,TBL,0.5,0.5,0.5,20,0,80,0
536,Fake-Covid,Conservative,39.86666667,0.733333333,0.75,'0-1,26.07142857,5.64,'4-6,0.5,0,3,51,5,Male,Fake,Covid,-0.5,-0.5,0.5,53.33333333,20,26.66666667,0
536,Fake-The Big Lie,Conservative,33.8,0.666666667,0.75,'0-1,26.07142857,5.64,'4-6,0.5,0,3,51,5,Male,Fake,TBL,-0.5,0.5,0.5,33.33333333,33.33333333,33.33333333,0
536,Real-Covid,Conservative,43.86666667,0.466666667,0.75,'0-1,26.07142857,5.64,'4-6,0.5,0,3,51,5,Male,Real,Covid,0.5,-0.5,0.5,46.66666667,0,6.666666667,46.66666667
536,Real-The Big Lie,Conservative,36.66666667,0.2,0.75,'0-1,26.07142857,5.64,'4-6,0.5,0,3,51,5,Male,Real,TBL,0.5,0.5,0.5,20,0,40,40
537,Fake-Covid,Conservative,43.73333333,0.4,0.833333333,'0-1,26.69047619,8.05,'8-9,0.5,3,6,36,7,Female,Fake,Covid,-0.5,-0.5,-0.5,33.33333333,6.666666667,46.66666667,13.33333333
537,Fake-The Big Lie,Conservative,39.33333333,0.6,0.833333333,'0-1,26.69047619,8.05,'8-9,0.5,3,6,36,7,Female,Fake,TBL,-0.5,0.5,-0.5,60,0,26.66666667,13.33333333
537,Real-Covid,Conservative,64.26666667,0.933333333,0.833333333,'0-1,26.69047619,8.05,'8-9,0.5,3,6,36,7,Female,Real,Covid,0.5,-0.5,-0.5,60,33.33333333,6.666666667,0
537,Real-The Big Lie,Conservative,59.93333333,0.8,0.833333333,'0-1,26.69047619,8.05,'8-9,0.5,3,6,36,7,Female,Real,TBL,0.5,0.5,-0.5,53.33333333,26.66666667,20,0
538,Fake-Covid,Conservative,79.8,0.266666667,0.5,'0-1,27.85714286,8.71,'8-9,0.5,3,6,54,5,Female,Fake,Covid,-0.5,-0.5,-0.5,13.33333333,13.33333333,73.33333333,0
538,Fake-The Big Lie,Conservative,46.13333333,0.533333333,0.5,'0-1,27.85714286,8.71,'8-9,0.5,3,6,54,5,Female,Fake,TBL,-0.5,0.5,-0.5,26.66666667,26.66666667,46.66666667,0
538,Real-Covid,Conservative,32.26666667,0.266666667,0.5,'0-1,27.85714286,8.71,'8-9,0.5,3,6,54,5,Female,Real,Covid,0.5,-0.5,-0.5,20,6.666666667,60,13.33333333
538,Real-The Big Lie,Conservative,30.2,0.133333333,0.5,'0-1,27.85714286,8.71,'8-9,0.5,3,6,54,5,Female,Real,TBL,0.5,0.5,-0.5,6.666666667,6.666666667,73.33333333,13.33333333
539,Fake-Covid,Conservative,37.06666667,0.6,0.75,'0-1,29.46428571,6.43,'6-7,0.5,3,6,36,5,Male,Fake,Covid,-0.5,-0.5,0.5,46.66666667,13.33333333,26.66666667,13.33333333
539,Fake-The Big Lie,Conservative,25.6,0.733333333,0.75,'0-1,29.46428571,6.43,'6-7,0.5,3,6,36,5,Male,Fake,TBL,-0.5,0.5,0.5,53.33333333,20,13.33333333,13.33333333
539,Real-Covid,Conservative,53.46666667,0.6,0.75,'0-1,29.46428571,6.43,'6-7,0.5,3,6,36,5,Male,Real,Covid,0.5,-0.5,0.5,40,20,20,20
539,Real-The Big Lie,Conservative,71.06666667,0.8,0.75,'0-1,29.46428571,6.43,'6-7,0.5,3,6,36,5,Male,Real,TBL,0.5,0.5,0.5,73.33333333,6.666666667,6.666666667,13.33333333
540,Fake-Covid,Conservative,11.6,0.933333333,1.625,'1-2,27.10714286,8.46,'8-9,0.5,3,5,26,7,Female,Fake,Covid,-0.5,-0.5,-0.5,93.33333333,0,6.666666667,0
540,Fake-The Big Lie,Conservative,46.66666667,0.533333333,1.625,'1-2,27.10714286,8.46,'8-9,0.5,3,5,26,7,Female,Fake,TBL,-0.5,0.5,-0.5,53.33333333,0,46.66666667,0
540,Real-Covid,Conservative,58.4,0.666666667,1.625,'1-2,27.10714286,8.46,'8-9,0.5,3,5,26,7,Female,Real,Covid,0.5,-0.5,-0.5,66.66666667,0,26.66666667,6.666666667
540,Real-The Big Lie,Conservative,37.4,0.266666667,1.625,'1-2,27.10714286,8.46,'8-9,0.5,3,5,26,7,Female,Real,TBL,0.5,0.5,-0.5,26.66666667,0,60,13.33333333
541,Fake-Covid,Conservative,65.6,0.266666667,1.5,'1-2,25.39285714,6.79,'6-7,0.5,4,5,40,7,Female,Fake,Covid,-0.5,-0.5,-0.5,20,6.666666667,73.33333333,0
541,Fake-The Big Lie,Conservative,57.6,0.333333333,1.5,'1-2,25.39285714,6.79,'6-7,0.5,4,5,40,7,Female,Fake,TBL,-0.5,0.5,-0.5,6.666666667,26.66666667,66.66666667,0
541,Real-Covid,Conservative,31.6,0.266666667,1.5,'1-2,25.39285714,6.79,'6-7,0.5,4,5,40,7,Female,Real,Covid,0.5,-0.5,-0.5,26.66666667,0,60,13.33333333
541,Real-The Big Lie,Conservative,40,0.4,1.5,'1-2,25.39285714,6.79,'6-7,0.5,4,5,40,7,Female,Real,TBL,0.5,0.5,-0.5,33.33333333,6.666666667,33.33333333,26.66666667
542,Fake-Covid,Conservative,31.8,0.733333333,2,'2-3,26.89285714,8.79,'8-9,0.5,2,6,25,9,Male,Fake,Covid,-0.5,-0.5,0.5,53.33333333,20,20,6.666666667
542,Fake-The Big Lie,Conservative,34.33333333,0.8,2,'2-3,26.89285714,8.79,'8-9,0.5,2,6,25,9,Male,Fake,TBL,-0.5,0.5,0.5,53.33333333,26.66666667,13.33333333,6.666666667
542,Real-Covid,Conservative,74.53333333,0.866666667,2,'2-3,26.89285714,8.79,'8-9,0.5,2,6,25,9,Male,Real,Covid,0.5,-0.5,0.5,66.66666667,20,0,13.33333333
542,Real-The Big Lie,Conservative,77.53333333,0.933333333,2,'2-3,26.89285714,8.79,'8-9,0.5,2,6,25,9,Male,Real,TBL,0.5,0.5,0.5,66.66666667,26.66666667,0,6.666666667
543,Fake-Covid,Conservative,25.6,0.8,1.625,'1-2,27.28571429,9.82,'9-10,0.5,2,5,24,7,Male,Fake,Covid,-0.5,-0.5,0.5,46.66666667,33.33333333,0,20
543,Fake-The Big Lie,Conservative,52.6,0.333333333,1.625,'1-2,27.28571429,9.82,'9-10,0.5,2,5,24,7,Male,Fake,TBL,-0.5,0.5,0.5,33.33333333,0,46.66666667,20
543,Real-Covid,Conservative,64.6,0.666666667,1.625,'1-2,27.28571429,9.82,'9-10,0.5,2,5,24,7,Male,Real,Covid,0.5,-0.5,0.5,60,6.666666667,33.33333333,0
543,Real-The Big Lie,Conservative,67.53333333,0.866666667,1.625,'1-2,27.28571429,9.82,'9-10,0.5,2,5,24,7,Male,Real,TBL,0.5,0.5,0.5,60,26.66666667,6.666666667,6.666666667
544,Fake-Covid,Conservative,46.73333333,0.333333333,2.166666667,'2-3,25.75,7.83,'7-8,0.5,4,4,61,7,Male,Fake,Covid,-0.5,-0.5,0.5,13.33333333,20,0,66.66666667
544,Fake-The Big Lie,Conservative,41.53333333,0.333333333,2.166666667,'2-3,25.75,7.83,'7-8,0.5,4,4,61,7,Male,Fake,TBL,-0.5,0.5,0.5,13.33333333,20,0,66.66666667
544,Real-Covid,Conservative,51.46666667,0.133333333,2.166666667,'2-3,25.75,7.83,'7-8,0.5,4,4,61,7,Male,Real,Covid,0.5,-0.5,0.5,0,13.33333333,0,86.66666667
544,Real-The Big Lie,Conservative,46.66666667,0,2.166666667,'2-3,25.75,7.83,'7-8,0.5,4,4,61,7,Male,Real,TBL,0.5,0.5,0.5,0,0,0,100
545,Fake-Covid,Conservative,33.33333333,0.666666667,1.75,'1-2,27.57142857,8.64,'8-9,0.5,3,6,20,5,Male,Fake,Covid,-0.5,-0.5,0.5,66.66666667,0,33.33333333,0
545,Fake-The Big Lie,Conservative,37.33333333,0.6,1.75,'1-2,27.57142857,8.64,'8-9,0.5,3,6,20,5,Male,Fake,TBL,-0.5,0.5,0.5,46.66666667,13.33333333,20,20
545,Real-Covid,Conservative,69.53333333,0.666666667,1.75,'1-2,27.57142857,8.64,'8-9,0.5,3,6,20,5,Male,Real,Covid,0.5,-0.5,0.5,66.66666667,0,13.33333333,20
545,Real-The Big Lie,Conservative,79.86666667,0.8,1.75,'1-2,27.57142857,8.64,'8-9,0.5,3,6,20,5,Male,Real,TBL,0.5,0.5,0.5,66.66666667,13.33333333,20,0
546,Fake-Covid,Conservative,53.73333333,0.4,1.5,'1-2,26.26190476,9.19,'9-10,0.5,3,5,31,5,Female,Fake,Covid,-0.5,-0.5,-0.5,13.33333333,26.66666667,46.66666667,13.33333333
546,Fake-The Big Lie,Conservative,65.13333333,0.266666667,1.5,'1-2,26.26190476,9.19,'9-10,0.5,3,5,31,5,Female,Fake,TBL,-0.5,0.5,-0.5,0,26.66666667,73.33333333,0
546,Real-Covid,Conservative,47.93333333,0.533333333,1.5,'1-2,26.26190476,9.19,'9-10,0.5,3,5,31,5,Female,Real,Covid,0.5,-0.5,-0.5,40,13.33333333,33.33333333,13.33333333
546,Real-The Big Lie,Conservative,55.6,0.733333333,1.5,'1-2,26.26190476,9.19,'9-10,0.5,3,5,31,5,Female,Real,TBL,0.5,0.5,-0.5,53.33333333,20,6.666666667,20
547,Fake-Covid,Conservative,49.2,0.333333333,0.75,'0-1,27.92857143,7.36,'7-8,0.5,1,6,52,4,Male,Fake,Covid,-0.5,-0.5,0.5,20,13.33333333,60,6.666666667
547,Fake-The Big Lie,Conservative,47.4,0.466666667,0.75,'0-1,27.92857143,7.36,'7-8,0.5,1,6,52,4,Male,Fake,TBL,-0.5,0.5,0.5,40,6.666666667,46.66666667,6.666666667
547,Real-Covid,Conservative,48.86666667,0.6,0.75,'0-1,27.92857143,7.36,'7-8,0.5,1,6,52,4,Male,Real,Covid,0.5,-0.5,0.5,60,0,40,0
547,Real-The Big Lie,Conservative,22.2,0.2,0.75,'0-1,27.92857143,7.36,'7-8,0.5,1,6,52,4,Male,Real,TBL,0.5,0.5,0.5,20,0,66.66666667,13.33333333
548,Fake-Covid,Conservative,11.66666667,0.933333333,1.5,'1-2,25.64285714,6.29,'6-7,0.5,4,6,35,5,Male,Fake,Covid,-0.5,-0.5,0.5,73.33333333,20,0,6.666666667
548,Fake-The Big Lie,Conservative,21.8,0.933333333,1.5,'1-2,25.64285714,6.29,'6-7,0.5,4,6,35,5,Male,Fake,TBL,-0.5,0.5,0.5,40,53.33333333,0,6.666666667
548,Real-Covid,Conservative,65.66666667,0.8,1.5,'1-2,25.64285714,6.29,'6-7,0.5,4,6,35,5,Male,Real,Covid,0.5,-0.5,0.5,46.66666667,33.33333333,6.666666667,13.33333333
548,Real-The Big Lie,Conservative,50.93333333,0.4,1.5,'1-2,25.64285714,6.29,'6-7,0.5,4,6,35,5,Male,Real,TBL,0.5,0.5,0.5,20,20,6.666666667,53.33333333
549,Fake-Covid,Conservative,46.06666667,0.533333333,1,'1-2,28,8,'8-9,0.5,3,6,27,7,Male,Fake,Covid,-0.5,-0.5,0.5,53.33333333,0,46.66666667,0
549,Fake-The Big Lie,Conservative,45.13333333,0.6,1,'1-2,28,8,'8-9,0.5,3,6,27,7,Male,Fake,TBL,-0.5,0.5,0.5,60,0,40,0
549,Real-Covid,Conservative,54.53333333,0.666666667,1,'1-2,28,8,'8-9,0.5,3,6,27,7,Male,Real,Covid,0.5,-0.5,0.5,66.66666667,0,26.66666667,6.666666667
549,Real-The Big Lie,Conservative,52.86666667,0.733333333,1,'1-2,28,8,'8-9,0.5,3,6,27,7,Male,Real,TBL,0.5,0.5,0.5,66.66666667,6.666666667,26.66666667,0
550,Fake-Covid,Conservative,5.533333333,0.933333333,1.75,'1-2,27.07142857,9.64,'9-10,0.5,4,6,31,4,Male,Fake,Covid,-0.5,-0.5,0.5,93.33333333,0,0,6.666666667
550,Fake-The Big Lie,Conservative,17,0.933333333,1.75,'1-2,27.07142857,9.64,'9-10,0.5,4,6,31,4,Male,Fake,TBL,-0.5,0.5,0.5,80,13.33333333,6.666666667,0
550,Real-Covid,Conservative,40.13333333,0.333333333,1.75,'1-2,27.07142857,9.64,'9-10,0.5,4,6,31,4,Male,Real,Covid,0.5,-0.5,0.5,33.33333333,0,33.33333333,33.33333333
550,Real-The Big Lie,Conservative,41.66666667,0.4,1.75,'1-2,27.07142857,9.64,'9-10,0.5,4,6,31,4,Male,Real,TBL,0.5,0.5,0.5,40,0,26.66666667,33.33333333
551,Fake-Covid,Conservative,52.8,0.4,1.375,'1-2,26.35714286,7.46,'7-8,0.5,3,6,74,9,Male,Fake,Covid,-0.5,-0.5,0.5,40,0,60,0
551,Fake-The Big Lie,Conservative,75.2,0.2,1.375,'1-2,26.35714286,7.46,'7-8,0.5,3,6,74,9,Male,Fake,TBL,-0.5,0.5,0.5,20,0,80,0
551,Real-Covid,Conservative,43.4,0.266666667,1.375,'1-2,26.35714286,7.46,'7-8,0.5,3,6,74,9,Male,Real,Covid,0.5,-0.5,0.5,26.66666667,0,33.33333333,40
551,Real-The Big Lie,Conservative,48.6,0.333333333,1.375,'1-2,26.35714286,7.46,'7-8,0.5,3,6,74,9,Male,Real,TBL,0.5,0.5,0.5,33.33333333,0,26.66666667,40
552,Fake-Covid,Conservative,28.53333333,0.866666667,0.25,'0-1,25.67857143,7.86,'7-8,0.5,2,6,72,9,Male,Fake,Covid,-0.5,-0.5,0.5,60,26.66666667,6.666666667,6.666666667
552,Fake-The Big Lie,Conservative,69.13333333,0.266666667,0.25,'0-1,25.67857143,7.86,'7-8,0.5,2,6,72,9,Male,Fake,TBL,-0.5,0.5,0.5,13.33333333,13.33333333,73.33333333,0
552,Real-Covid,Conservative,60,0.6,0.25,'0-1,25.67857143,7.86,'7-8,0.5,2,6,72,9,Male,Real,Covid,0.5,-0.5,0.5,60,0,33.33333333,6.666666667
552,Real-The Big Lie,Conservative,46,0.6,0.25,'0-1,25.67857143,7.86,'7-8,0.5,2,6,72,9,Male,Real,TBL,0.5,0.5,0.5,40,20,33.33333333,6.666666667
553,Fake-Covid,Conservative,11.06666667,0.866666667,1.75,'1-2,26.07142857,7.64,'7-8,0.5,3,6,36,7,Male,Fake,Covid,-0.5,-0.5,0.5,73.33333333,13.33333333,6.666666667,6.666666667
553,Fake-The Big Lie,Conservative,7.4,0.933333333,1.75,'1-2,26.07142857,7.64,'7-8,0.5,3,6,36,7,Male,Fake,TBL,-0.5,0.5,0.5,73.33333333,20,0,6.666666667
553,Real-Covid,Conservative,65.73333333,0.666666667,1.75,'1-2,26.07142857,7.64,'7-8,0.5,3,6,36,7,Male,Real,Covid,0.5,-0.5,0.5,60,6.666666667,20,13.33333333
553,Real-The Big Lie,Conservative,74.73333333,0.866666667,1.75,'1-2,26.07142857,7.64,'7-8,0.5,3,6,36,7,Male,Real,TBL,0.5,0.5,0.5,80,6.666666667,6.666666667,6.666666667
554,Fake-Covid,Conservative,13.86666667,0.933333333,2,'2-3,26.14285714,8.29,'8-9,0.5,3,6,48,4,Female,Fake,Covid,-0.5,-0.5,-0.5,93.33333333,0,0,6.666666667
554,Fake-The Big Lie,Conservative,31.86666667,0.733333333,2,'2-3,26.14285714,8.29,'8-9,0.5,3,6,48,4,Female,Fake,TBL,-0.5,0.5,-0.5,73.33333333,0,13.33333333,13.33333333
554,Real-Covid,Conservative,67.4,0.8,2,'2-3,26.14285714,8.29,'8-9,0.5,3,6,48,4,Female,Real,Covid,0.5,-0.5,-0.5,60,20,6.666666667,13.33333333
554,Real-The Big Lie,Conservative,57.93333333,0.666666667,2,'2-3,26.14285714,8.29,'8-9,0.5,3,6,48,4,Female,Real,TBL,0.5,0.5,-0.5,53.33333333,13.33333333,13.33333333,20
555,Fake-Covid,Conservative,25.26666667,0.733333333,0.625,'0-1,26.42857143,8.11,'8-9,0.5,3,6,36,7,Male,Fake,Covid,-0.5,-0.5,0.5,60,13.33333333,20,6.666666667
555,Fake-The Big Lie,Conservative,35.66666667,0.866666667,0.625,'0-1,26.42857143,8.11,'8-9,0.5,3,6,36,7,Male,Fake,TBL,-0.5,0.5,0.5,60,26.66666667,0,13.33333333
555,Real-Covid,Conservative,60.8,0.866666667,0.625,'0-1,26.42857143,8.11,'8-9,0.5,3,6,36,7,Male,Real,Covid,0.5,-0.5,0.5,60,26.66666667,6.666666667,6.666666667
555,Real-The Big Lie,Conservative,54.73333333,0.666666667,0.625,'0-1,26.42857143,8.11,'8-9,0.5,3,6,36,7,Male,Real,TBL,0.5,0.5,0.5,40,26.66666667,26.66666667,6.666666667
556,Fake-Covid,Conservative,60,0.266666667,1.25,'1-2,34.96428571,8.43,'8-9,0.5,3,6,43,5,Male,Fake,Covid,-0.5,-0.5,0.5,20,6.666666667,66.66666667,6.666666667
556,Fake-The Big Lie,Conservative,75.06666667,0,1.25,'1-2,34.96428571,8.43,'8-9,0.5,3,6,43,5,Male,Fake,TBL,-0.5,0.5,0.5,0,0,86.66666667,13.33333333
556,Real-Covid,Conservative,46.86666667,0.333333333,1.25,'1-2,34.96428571,8.43,'8-9,0.5,3,6,43,5,Male,Real,Covid,0.5,-0.5,0.5,26.66666667,6.666666667,60,6.666666667
556,Real-The Big Lie,Conservative,43.53333333,0.333333333,1.25,'1-2,34.96428571,8.43,'8-9,0.5,3,6,43,5,Male,Real,TBL,0.5,0.5,0.5,33.33333333,0,46.66666667,20
557,Fake-Covid,Conservative,69.13333333,0.266666667,0,'0-1,27.625,7.25,'7-8,0.5,0,4,70,5,Male,Fake,Covid,-0.5,-0.5,0.5,0,26.66666667,53.33333333,20
557,Fake-The Big Lie,Conservative,70.46666667,0.266666667,0,'0-1,27.625,7.25,'7-8,0.5,0,4,70,5,Male,Fake,TBL,-0.5,0.5,0.5,0,26.66666667,60,13.33333333
557,Real-Covid,Conservative,57.33333333,0.733333333,0,'0-1,27.625,7.25,'7-8,0.5,0,4,70,5,Male,Real,Covid,0.5,-0.5,0.5,33.33333333,40,13.33333333,13.33333333
557,Real-The Big Lie,Conservative,63.06666667,0.666666667,0,'0-1,27.625,7.25,'7-8,0.5,0,4,70,5,Male,Real,TBL,0.5,0.5,0.5,46.66666667,20,6.666666667,26.66666667
558,Fake-Covid,Conservative,19.4,0.866666667,1,'1-2,27.5,7,'7-8,0.5,1,4,43,5,Male,Fake,Covid,-0.5,-0.5,0.5,73.33333333,13.33333333,6.666666667,6.666666667
558,Fake-The Big Lie,Conservative,33.2,0.8,1,'1-2,27.5,7,'7-8,0.5,1,4,43,5,Male,Fake,TBL,-0.5,0.5,0.5,46.66666667,33.33333333,6.666666667,13.33333333
558,Real-Covid,Conservative,31.4,0.2,1,'1-2,27.5,7,'7-8,0.5,1,4,43,5,Male,Real,Covid,0.5,-0.5,0.5,13.33333333,6.666666667,60,20
558,Real-The Big Lie,Conservative,45.86666667,0.533333333,1,'1-2,27.5,7,'7-8,0.5,1,4,43,5,Male,Real,TBL,0.5,0.5,0.5,40,13.33333333,26.66666667,20
559,Fake-Covid,Conservative,52,0.4,0,'0-1,36.5,9,'9-10,0.5,3,6,34,4,Male,Fake,Covid,-0.5,-0.5,0.5,33.33333333,6.666666667,33.33333333,26.66666667
559,Fake-The Big Lie,Conservative,51.73333333,0.4,0,'0-1,36.5,9,'9-10,0.5,3,6,34,4,Male,Fake,TBL,-0.5,0.5,0.5,33.33333333,6.666666667,46.66666667,13.33333333
559,Real-Covid,Conservative,56.66666667,0.533333333,0,'0-1,36.5,9,'9-10,0.5,3,6,34,4,Male,Real,Covid,0.5,-0.5,0.5,26.66666667,26.66666667,26.66666667,20
559,Real-The Big Lie,Conservative,67.93333333,0.666666667,0,'0-1,36.5,9,'9-10,0.5,3,6,34,4,Male,Real,TBL,0.5,0.5,0.5,53.33333333,13.33333333,6.666666667,26.66666667
561,Fake-Covid,Conservative,26.46666667,0.8,0.25,'0-1,26.82142857,9.14,'9-10,0.5,1,5,59,5,Female,Fake,Covid,-0.5,-0.5,-0.5,60,20,20,0
561,Fake-The Big Lie,Conservative,65.93333333,0.266666667,0.25,'0-1,26.82142857,9.14,'9-10,0.5,1,5,59,5,Female,Fake,TBL,-0.5,0.5,-0.5,20,6.666666667,73.33333333,0
561,Real-Covid,Conservative,55.66666667,0.6,0.25,'0-1,26.82142857,9.14,'9-10,0.5,1,5,59,5,Female,Real,Covid,0.5,-0.5,-0.5,53.33333333,6.666666667,20,20
561,Real-The Big Lie,Conservative,48.53333333,0.466666667,0.25,'0-1,26.82142857,9.14,'9-10,0.5,1,5,59,5,Female,Real,TBL,0.5,0.5,-0.5,46.66666667,0,33.33333333,20
562,Fake-Covid,Conservative,57.2,0.333333333,0.583333333,'0-1,29.46428571,8.1,'8-9,0.5,1,5,34,6,Female,Fake,Covid,-0.5,-0.5,-0.5,33.33333333,0,60,6.666666667
562,Fake-The Big Lie,Conservative,79.73333333,0.066666667,0.583333333,'0-1,29.46428571,8.1,'8-9,0.5,1,5,34,6,Female,Fake,TBL,-0.5,0.5,-0.5,6.666666667,0,93.33333333,0
562,Real-Covid,Conservative,45.53333333,0.466666667,0.583333333,'0-1,29.46428571,8.1,'8-9,0.5,1,5,34,6,Female,Real,Covid,0.5,-0.5,-0.5,40,6.666666667,26.66666667,26.66666667
562,Real-The Big Lie,Conservative,61.4,0.666666667,0.583333333,'0-1,29.46428571,8.1,'8-9,0.5,1,5,34,6,Female,Real,TBL,0.5,0.5,-0.5,60,6.666666667,33.33333333,0
563,Fake-Covid,Conservative,46.26666667,0.466666667,3,'3-4,28.03571429,7.07,'7-8,0.5,3,4,21,5,Male,Fake,Covid,-0.5,-0.5,0.5,33.33333333,13.33333333,33.33333333,20
